MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,General Supplies,General,General,,55185BK,55185BK Kichler Wall Lt,,,,,Kichler Lighting,Kichler,Kichler,55185BK,,General Supplies > General > General,"Kichler 55185BK Kichler Wall, 55185BK",55185BK KICHLER WALL,"Kichler 55185BK Kichler Wall, 55185BK","Kichler 55185BK Kichler Wall, Model 55185BK","Kichler 55185BK Kichler Wall, 55185BK",,,,,,,,,,,,,,,,,,,,,,,,,55185BK Kichler Wall,,55185BK Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55186CH,55186CH Kichler Wall Lt,,,,,Kichler Lighting,Kichler,Kichler,55186CH,,General Supplies > General > General,"Kichler 55186CH Kichler Wall, 55186CH",55186CH KICHLER WALL,"Kichler 55186CH Kichler Wall, 55186CH","Kichler 55186CH Kichler Wall, Model 55186CH","Kichler 55186CH Kichler Wall, 55186CH",,,,,,,,,,,,,,,,,,,,,,,,,55186CH Kichler Wall,,55186CH Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55210NI,55210NI Kichler Wall Light,,,,,Kichler Lighting,Kichler,Kichler,55210NI,,General Supplies > General > General,"Kichler 55210NI Kichler Wall, 55210NI",55210NI KICHLER WALL,"Kichler 55210NI Kichler Wall, 55210NI","Kichler 55210NI Kichler Wall, Model 55210NI","Kichler 55210NI Kichler Wall, 55210NI",,,,,,,,,,,,,,,,,,,,,,,,,55210NI Kichler Wall,,55210NI Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55211BK,55211BK Kichler Wall Light,,,,,Kichler Lighting,Kichler,Kichler,55211BK,,General Supplies > General > General,"Kichler 55211BK Kichler Wall, 55211BK",55211BK KICHLER WALL,"Kichler 55211BK Kichler Wall, 55211BK","Kichler 55211BK Kichler Wall, Model 55211BK","Kichler 55211BK Kichler Wall, 55211BK",,,,,,,,,,,,,,,,,,,,,,,,,55211BK Kichler Wall,,55211BK Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55211NI,55211NI Kichler Wall Light,,,,,Kichler Lighting,Kichler,Kichler,55211NI,,General Supplies > General > General,"Kichler 55211NI Kichler Wall, 55211NI",55211NI KICHLER WALL,"Kichler 55211NI Kichler Wall, 55211NI","Kichler 55211NI Kichler Wall, Model 55211NI","Kichler 55211NI Kichler Wall, 55211NI",,,,,,,,,,,,,,,,,,,,,,,,,55211NI Kichler Wall,,55211NI Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55212NI,55212NI Kichler Wall Light,,,,,Kichler Lighting,Kichler,Kichler,55212NI,,General Supplies > General > General,"Kichler 55212NI Kichler Wall, 55212NI",55212NI KICHLER WALL,"Kichler 55212NI Kichler Wall, 55212NI","Kichler 55212NI Kichler Wall, Model 55212NI","Kichler 55212NI Kichler Wall, 55212NI",,,,,,,,,,,,,,,,,,,,,,,,,55212NI Kichler Wall,,55212NI Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55226BKLFU,55226BKFLU Kichler Wall Lt,,,,,Kichler Lighting,Kichler,Kichler,55226BKLFU,,General Supplies > General > General,"Kichler 55226BKFLU Kichler Wall, 55226BKLFU",55226BKFLU KICHLER WALL,"Kichler 55226BKFLU Kichler Wall, 55226BKLFU","Kichler 55226BKFLU Kichler Wall, Model 55226BKLFU","Kichler 55226BKFLU Kichler Wall, 55226BKLFU",,,,,,,,,,,,,,,,,,,,,,,,,55226BKFLU Kichler Wall,,55226BKFLU Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,55239CPZLED,55239CPZLED Kichler Wall Lt,,,,,Kichler Lighting,Kichler,Kichler,55239CPZLED,,General Supplies > General > General,"Kichler 55239CPZLED Kichler Wall, 55239CPZLED",55239CPZLED KICHLER WALL,"Kichler 55239CPZLED Kichler Wall, 55239CPZLED","Kichler 55239CPZLED Kichler Wall, Model 55239CPZLED","Kichler 55239CPZLED Kichler Wall, 55239CPZLED",,,,,,,,,,,,,,,,,,,,,,,,,55239CPZLED Kichler Wall,,55239CPZLED Kichler Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,44072DBK,44072DBK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,44072DBK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 44072DBK",LIGHT FIXTURE,"Kichler Light Fixture, 44072DBK","Kichler Light Fixture, Model 44072DBK","Kichler Light Fixture, 44072DBK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,44073NI,44073NI Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,44073NI,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 44073NI",LIGHT FIXTURE,"Kichler Light Fixture, 44073NI","Kichler Light Fixture, Model 44073NI","Kichler Light Fixture, 44073NI",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52033BK,52033BK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52033BK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52033BK",LIGHT FIXTURE,"Kichler Light Fixture, 52033BK","Kichler Light Fixture, Model 52033BK","Kichler Light Fixture, 52033BK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,84322WH,84322WH Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,84322WH,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 84322WH",LIGHT FIXTURE,"Kichler Light Fixture, 84322WH","Kichler Light Fixture, Model 84322WH","Kichler Light Fixture, 84322WH",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52404BK,52404BK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52404BK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52404BK",LIGHT FIXTURE,"Kichler Light Fixture, 52404BK","Kichler Light Fixture, Model 52404BK","Kichler Light Fixture, 52404BK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,34686A,34686A Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,34686A,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 34686A, Amperage 86 A",LIGHT FIXTURE 86A,"Kichler Light Fixture, 34686A","Kichler Light Fixture, Model 34686A, Amperage 86 A","Kichler Light Fixture, 34686A",,Amperage: 86 A,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,Amperage,86,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,34687A,34687A Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,34687A,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 34687A, Amperage 87 A",LIGHT FIXTURE 87A,"Kichler Light Fixture, 34687A","Kichler Light Fixture, Model 34687A, Amperage 87 A","Kichler Light Fixture, 34687A",,Amperage: 87 A,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,Amperage,87,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,34688A,34688A Kichler Chandelier Lt,,,,,-,,,34688A,,Electrical > Lighting > Lighting Fixtures,"Light Fixture, 34688A, Amperage 88 A",LIGHT FIXTURE 88A,"Light Fixture, 34688A","Light Fixture, Model 34688A, Amperage 88 A","Light Fixture, 34688A",,Amperage: 88 A,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,Amperage,88,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,43671BKCLR,43671BKCLR Kichler Chand Lt,,,,,Kichler Lighting,Kichler,Kichler,43671BKCLR,,General Supplies > General > General,"Kichler 43671BKCLR Kichler Chand, 43671BKCLR",43671BKCLR KICHLER CHAND,"Kichler 43671BKCLR Kichler Chand, 43671BKCLR","Kichler 43671BKCLR Kichler Chand, Model 43671BKCLR","Kichler 43671BKCLR Kichler Chand, 43671BKCLR",,,,,,,,,,,,,,,,,,,,,,,,,43671BKCLR Kichler Chand,,43671BKCLR Kichler Chand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52616BK,52616BK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52616BK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52616BK",LIGHT FIXTURE,"Kichler Light Fixture, 52616BK","Kichler Light Fixture, Model 52616BK","Kichler Light Fixture, 52616BK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52616NI,52616NI Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52616NI,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52616NI",LIGHT FIXTURE,"Kichler Light Fixture, 52616NI","Kichler Light Fixture, Model 52616NI","Kichler Light Fixture, 52616NI",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52678BK,52678BK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52678BK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52678BK",LIGHT FIXTURE,"Kichler Light Fixture, 52678BK","Kichler Light Fixture, Model 52678BK","Kichler Light Fixture, 52678BK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52680CPZ,52680CPZ Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52680CPZ,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52680CPZ",LIGHT FIXTURE,"Kichler Light Fixture, 52680CPZ","Kichler Light Fixture, Model 52680CPZ","Kichler Light Fixture, 52680CPZ",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,52772BK,52772BK Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,52772BK,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 52772BK",LIGHT FIXTURE,"Kichler Light Fixture, 52772BK","Kichler Light Fixture, Model 52772BK","Kichler Light Fixture, 52772BK",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Electrical,Lighting,Lighting Fixtures,,82399,82399 Kichler Chandelier Lt,,,,,Kichler Lighting,Kichler,Kichler,82399,,Electrical > Lighting > Lighting Fixtures,"Kichler Light Fixture, 82399",LIGHT FIXTURE,"Kichler Light Fixture, 82399","Kichler Light Fixture, Model 82399","Kichler Light Fixture, 82399",,,,,,,,,,,,,,,,,,,,,,,,,Light Fixture,,Light Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39111500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,General Supplies,General,General,,65-771R3,65-771R3 Nuvo Highbay Light,,,,,Satco Prod Inc,SATCO,SATCO,65-771R3,,General Supplies > General > General,"SATCO 65-771R3 Nuvo Highbay, 65-771R3",65-771R3 NUVO HIGHBAY,"SATCO 65-771R3 Nuvo Highbay, 65-771R3","SATCO 65-771R3 Nuvo Highbay, Model 65-771R3","SATCO 65-771R3 Nuvo Highbay, 65-771R3",,,,,,,,,,,,,,,,,,,,,,,,,65-771R3 Nuvo Highbay,,65-771R3 Nuvo Highbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
